uniprotID_A|uniprotID_B|isInteraction|trainTest
P33416|P38907|1|train
P10591|P38956|1|train
P32589|P38956|1|train
P38798|Q06677|1|test
P38798|P47079|1|test
P06777|P47079|1|train
P11484|P39683|1|test
P32589|Q02647|1|test
P02294|P48353|1|train
P02294|P40564|1|train
P39683|P40005|1|train
P40150|Q12355|1|train
P32589|P35719|1|train
P22943|Q12355|1|train
P36084|P48363|1|train
P02829|P36084|1|train
P40512|P52553|1|test
P47079|P51401|1|train
P02829|P40512|1|test
P11484|P51401|1|train
P10592|P51401|1|train
P42943|P51401|1|train
P02829|P12685|1|train
P11484|Q06709|1|train
P12685|P53900|1|train
P48363|Q12280|1|train
P40509|P48363|1|train
P33334|P48363|1|train
P48363|Q03306|1|train
P30402|P48363|1|train
P25044|P48363|1|train
P48363|Q06813|1|train
P21374|P48363|1|train
P35193|P48363|1|train
P17505|P40150|1|train
P09435|P40053|1|test
P40564|Q01217|1|train
P30775|P48363|1|train
P36126|P48363|1|train
P38198|P48363|1|train
P39939|P48363|1|train
P47170|P48363|1|train
P32828|P48363|1|train
P24583|P48363|1|train
P40413|Q01217|1|train
P32908|P48363|1|train
P10591|P12685|1|train
P12685|P32589|1|train
P02294|P25303|1|train
P02294|P40150|1|train
P02294|P32589|1|train
P33416|Q12348|1|train
P39101|Q12020|1|train
P02294|P10591|1|train
P25491|Q12348|1|test
P39078|Q12348|1|train
P53233|Q04432|1|train
P32787|Q04432|1|test
P40061|Q04432|1|test
P02829|P0C2J7|1|train
P38888|Q04432|1|train
P0C2J7|P10592|1|train
P0C2J7|P25491|1|train
P11484|Q08281|1|train
P32589|Q08281|1|test
P32589|Q12020|1|test
P10592|P12685|1|train
P10592|Q12020|1|train
P10591|Q12020|1|train
P12685|P40150|1|train
P25294|P40512|1|test
P25491|P40512|1|test
P12685|P32590|1|test
P32589|P43549|1|test
P40512|Q04493|1|test
P22943|P40512|1|test
P15703|Q04432|1|train
Q00618|Q04432|1|train
P40562|Q04432|1|train
P10591|P40469|1|test
P39102|P40469|1|train
Q04432|Q12025|1|train
Q03913|Q04432|1|train
Q04432|Q08548|1|test
P10592|Q12348|1|train
P32589|Q03776|1|train
P11484|Q12020|1|train
P25374|P47079|1|train
P10591|Q04007|1|train
P31539|P32899|1|test
P47988|P48363|1|train
P48363|Q08748|1|train
P12868|P48363|1|train
P48363|P53154|1|train
P04046|P48363|1|test
P40990|P48363|1|train
P32353|P48363|1|train
P19146|P48363|1|test
P48363|Q99394|1|test
P48363|Q03640|1|test
P38111|P48363|1|test
P23337|P48363|1|train
P47167|Q06677|1|train
P10592|Q12280|1|test
P40150|Q12280|1|train
P32589|P47167|1|test
P48363|P53195|1|train
P48239|P48363|1|train
P48363|Q06315|1|train
P32792|P48363|1|train
P43621|P47079|1|train
P47079|Q02892|1|train
P47079|Q05080|1|test
P13185|P47079|1|test
P45976|P47079|1|train
P47079|Q03649|1|train
P36120|P47079|1|train
P46671|P47079|1|train
P03962|P47079|1|test
P15108|P47167|1|test
P24814|P47079|1|train
P40164|P47079|1|train
P47079|Q12527|1|train
P36161|P47079|1|train
P36126|P47079|1|train
P14741|P47079|1|train
P40302|P47079|1|train
P47079|Q01939|1|train
P40509|P47079|1|train
P40150|Q04007|1|train
P48363|Q03834|1|train
P35169|P48363|1|train
P48363|Q06632|1|train
P48363|Q12449|1|train
P17883|P48363|1|train
P40150|Q01217|1|train
P11484|P48363|1|train
P10591|P48363|1|train
P29465|P48363|1|train
P48363|Q04217|1|test
P15646|P48363|1|train
P47047|P48363|1|train
P07273|P48363|1|train
P32657|P48363|1|train
P04050|P48363|1|train
P40856|P48363|1|train
P13186|P48363|1|train
P33314|P48363|1|train
P27895|P48363|1|train
P08964|P48363|1|test
P33416|P47167|1|train
P48363|Q08144|1|test
P48363|Q06704|1|train
P38144|P48363|1|test
P32582|P48363|1|test
P25357|P48363|1|train
P32492|P48363|1|train
P48363|P53324|1|train
P36160|P48363|1|test
P34220|P48363|1|train
P38737|P48363|1|test
P48363|P53008|1|test
P36421|P48363|1|train
P48363|Q12034|1|train
P48363|Q12453|1|train
Q12329|Q3E7X8|1|train
P10591|Q3E7X8|1|train
P39077|Q04007|1|train
P48363|Q07959|1|train
P48363|P53855|1|test
P40512|P48363|1|test
P33416|Q08281|1|train
P02829|Q06677|1|train
P32634|Q06677|1|train
P39076|Q03375|1|test
P38153|P39076|1|train
P19414|P39076|1|test
P39076|Q04279|1|train
P39076|Q12341|1|train
P36009|P39076|1|train
P39076|Q06685|1|test
P39076|Q12158|1|test
P14736|P39076|1|train
P39076|P46680|1|train
P02309|P39076|1|train
P39076|P48365|1|train
P39076|P40024|1|train
P10591|P32908|1|train
P14906|P32908|1|train
P34160|P39076|1|train
P39076|P54115|1|train
P39076|Q12102|1|test
P39076|Q04603|1|train
P00815|P39076|1|train
P00549|P39076|1|train
P39076|Q3E7Y3|1|test
P39076|P53870|1|train
P39076|Q04501|1|train
P22204|P39076|1|test
P36004|P39076|1|train
P25340|P39076|1|train
P17891|P39076|1|train
P39076|P50089|1|train
P39076|Q03361|1|train
P39076|Q03018|1|train
P38968|P39076|1|train
P25339|P39076|1|train
P06104|P39076|1|train
P39076|Q08972|1|train
P00927|P39076|1|train
P39076|P40023|1|train
P39076|Q07930|1|train
P00724|P39076|1|train
P38911|P39076|1|test
P39076|Q04322|1|train
P39076|Q12168|1|train
P39076|Q06440|1|train
P13517|P39076|1|train
P14120|P39076|1|test
P13712|P39076|1|train
P39076|P46984|1|test
P39076|P40060|1|test
P39076|Q08962|1|train
P39076|P40344|1|train
P39076|Q08649|1|train
P38811|P39076|1|train
P39076|P53622|1|train
P40358|P40521|1|train
P40358|P43637|1|train
P35192|P40358|1|train
P00560|P40358|1|train
P39076|Q03012|1|train
P39076|P53115|1|train
P39076|P53633|1|train
P05453|P39076|1|test
P39076|P43579|1|train
P39076|Q07532|1|train
P32849|P39076|1|train
P39076|Q08920|1|train
P39076|P40477|1|test
P02994|P39076|1|train
P39076|P53192|1|train
P36008|P39076|1|train
P10592|P39076|1|train
P31384|P39076|1|train
P39076|P47047|1|test
P39076|Q07979|1|test
P39076|Q06679|1|test
P32357|P39076|1|train
P33441|P39076|1|test
P20448|P39076|1|train
P00359|P39076|1|train
P39076|P40568|1|test
P38181|P40358|1|train
P29465|P52553|1|train
P22943|P25655|1|test
P10592|P50113|1|train
P11484|P23059|1|train
P15108|P33327|1|test
P15108|Q08278|1|test
P15108|Q00723|1|test
P23059|P38788|1|train
P14682|P15108|1|test
P15108|Q03954|1|test
P15108|Q12206|1|test
P0CS90|P23059|1|test
P32589|P53072|1|train
P10592|P53072|1|train
P11484|P53072|1|train
P15108|P19262|1|test
P09435|P32908|1|train
P15108|P40072|1|test
P15108|P43592|1|test
P15108|P25371|1|test
P39987|Q04471|1|test
P15108|Q08001|1|test
P15108|P36097|1|test
P04911|P22943|1|train
P22943|P29539|1|train
P22943|P53886|1|test
P22943|P23337|1|train
P22943|P32453|1|train
P07270|P22943|1|train
P22943|P32353|1|train
P22943|P53262|1|train
P22943|Q08496|1|train
P15108|P38348|1|test
P06105|P15108|1|test
P13517|P15108|1|test
P04051|P47138|1|test
P15108|Q12125|1|test
P15108|P53829|1|test
P15454|P22943|1|train
P32590|P32908|1|test
P11484|P50113|1|train
P29465|P47079|1|train
P22943|Q04471|1|train
P15108|P39011|1|test
P38735|P40150|1|train
P10592|Q04471|1|train
P11484|Q04471|1|test
P10591|Q04471|1|train
P33416|Q12088|1|train
P10592|Q12088|1|test
P25655|P33416|1|test
P25294|P25655|1|test
P32908|P40150|1|train
P29465|P32590|1|test
P29465|P46988|1|train
P29465|P39102|1|train
P29465|P32589|1|train
P29465|P38788|1|train
P11484|P29465|1|train
P10591|P29465|1|train
P10592|P21657|1|test
P15108|P20486|1|test
P11484|P21657|1|test
P15108|P43621|1|test
P00812|P15108|1|test
P15108|P36000|1|test
P15108|Q12107|1|test
P25491|Q04471|1|test
P39077|Q04471|1|train
P15108|P32471|1|test
P15108|P36161|1|test
P39102|Q04471|1|train
P12612|P38995|1|train
P15108|Q04089|1|test
P15108|P53236|1|test
P15108|P39730|1|test
P15108|P39935|1|test
P04147|P15108|1|test
P10591|P21657|1|test
P11484|Q06675|1|train
P06103|P15108|1|test
P11484|P33300|1|train
Q00916|Q06677|1|test
P27999|P40358|1|train
P09440|P40358|1|train
Q05567|Q06677|1|train
P47136|Q06677|1|train
P15424|Q06677|1|train
Q04213|Q06677|1|train
P53115|Q06677|1|train
Q06677|Q06706|1|train
P40457|Q06677|1|test
P07866|Q06677|1|train
P53936|Q06677|1|train
P06704|Q06677|1|train
P07272|Q06677|1|train
Q06677|Q06697|1|test
P40498|Q06677|1|train
P04802|Q06677|1|train
Q03921|Q06677|1|train
P32600|Q06677|1|train
P38430|Q06677|1|train
P34160|Q06677|1|train
Q06677|Q12122|1|train
P48363|Q06677|1|train
P36093|Q06677|1|train
P38835|Q06677|1|test
P53278|Q06677|1|train
P22515|Q06677|1|test
P37898|Q06677|1|train
P17709|Q06677|1|train
P36100|Q06677|1|train
P25302|Q06677|1|train
P32582|Q06677|1|test
P39744|Q06677|1|test
P46678|Q06677|1|test
O94742|Q06677|1|train
P53008|Q06677|1|test
P50101|Q06677|1|train
P53982|Q06677|1|test
Q06677|Q08227|1|train
P38961|Q06677|1|train
P39692|Q06677|1|train
Q06677|Q12341|1|train
P14693|Q06677|1|train
Q06677|Q08959|1|train
P48362|Q06677|1|train
P89105|Q06677|1|train
P43593|Q06677|1|train
Q02931|Q06677|1|test
P42945|Q06677|1|train
P53276|Q06677|1|test
Q06677|Q06679|1|test
Q05946|Q06677|1|train
P04821|Q06677|1|train
P38260|Q06677|1|train
P46674|Q06677|1|train
P33314|Q06677|1|train
P27895|Q06677|1|test
P32908|Q06677|1|train
P33334|Q06677|1|train
P05453|Q06677|1|test
Q04217|Q06677|1|test
P24000|Q06677|1|train
P33399|Q06677|1|train
P38138|Q06677|1|test
Q04007|Q06677|1|train
Q06337|Q06677|1|train
Q03660|Q06677|1|train
P0CX25|Q06677|1|train
Q00416|Q06677|1|train
P53743|Q06677|1|test
P53082|Q06677|1|train
P02992|Q06677|1|train
Q03214|Q06677|1|test
Q06677|Q12166|1|test
P05737|Q06677|1|train
Q06677|Q12749|1|train
P10664|Q06677|1|train
Q06677|Q08773|1|train
P17883|Q06677|1|train
P32589|Q06677|1|test
Q04347|Q06677|1|train
P35723|Q06677|1|train
P39705|P40358|1|test
P47108|Q06677|1|train
Q06315|Q06677|1|train
P40358|P53859|1|train
P36076|P40358|1|test
P40358|P53261|1|train
P40358|Q12387|1|train
P07703|P40358|1|train
P17629|P40358|1|train
P40358|Q12499|1|train
P40358|Q05022|1|train
P40358|P53900|1|train
P32908|P40358|1|train
P06777|P40358|1|train
P40358|P46151|1|test
P40358|P48361|1|train
P14682|P40358|1|train
P40164|P40358|1|test
P36000|P40358|1|train
P40070|P40358|1|train
P40358|Q07825|1|test
P32558|P40358|1|train
P36008|P40358|1|train
P40358|P40487|1|train
P40358|P50874|1|train
P40358|Q03375|1|train
P12945|P40358|1|train
P25569|P40358|1|train
P40358|P54860|1|train
P22515|P40358|1|train
P40358|P43321|1|train
P40358|P50094|1|train
P21524|P40358|1|train
P40358|P50101|1|train
P32499|P40358|1|train
P40358|Q08422|1|train
P40358|Q04231|1|train
P40358|Q06706|1|train
P38746|P40358|1|train
P40358|P40557|1|train
P40358|P53743|1|test
P40358|Q12745|1|train
P38626|Q06677|1|train
P40358|P53622|1|train
P36092|Q06677|1|train
P47134|Q06677|1|train
P39966|Q06677|1|test
Q04183|Q06677|1|train
P47113|Q06677|1|train
Q04600|Q06677|1|test
Q03071|Q06677|1|test
Q00816|Q06677|1|train
P39960|Q06677|1|train
P21771|Q06677|1|test
P38803|Q06677|1|train
Q06677|Q12692|1|train
Q03213|Q06677|1|train
Q06677|Q08119|1|train
P47128|Q06677|1|test
P21951|Q06677|1|train
P17442|Q06677|1|train
P23287|Q06677|1|train
Q04471|Q06677|1|train
P40471|Q06677|1|train
P38752|Q06677|1|train
P53120|Q06677|1|test
P12685|Q06677|1|train
P38825|Q06677|1|train
Q03942|Q06677|1|train
Q03455|Q06677|1|test
Q04806|Q06677|1|test
Q06677|Q07928|1|train
Q06677|Q9ZZX1|1|train
P38747|Q06677|1|train
P46367|Q06677|1|test
Q06677|Q12469|1|train
P53233|Q06677|1|train
P25377|Q06677|1|train
P18496|Q06677|1|train
Q06677|Q08281|1|train
P53819|Q06677|1|train
P24279|Q06677|1|train
P22943|Q08281|1|train
P40154|Q04432|1|train
P50089|Q04432|1|train
P10592|P40530|1|test
P36132|P53940|1|test
P10591|P53323|1|train
P10592|P32945|1|train
P11484|P53323|1|test
P10592|Q00723|1|test
P40150|Q12230|1|train
P32589|Q12230|1|train
P40150|P53323|1|train
P12612|Q07478|1|train
P39101|P53323|1|test
P47145|Q04493|1|test
P39078|P47145|1|train
P33416|P47145|1|train
P39102|P47145|1|train
P38788|P47145|1|train
P11484|P47145|1|train
P33416|Q07478|1|train
P47145|P53900|1|train
P10592|P33893|1|train
P10592|P48527|1|test
P33416|P36132|1|train
P25491|P36132|1|train
P25491|Q06152|1|test
P02829|Q06152|1|test
P25491|Q06247|1|train
P40150|Q06247|1|train
P38788|Q06247|1|train
P33416|Q12230|1|train
P11484|Q07478|1|train
P10592|Q07478|1|train
P10592|Q02608|1|test
P02829|Q06247|1|train
P07266|P10592|1|train
P07266|P40150|1|train
P07266|P39987|1|test
P10592|P33201|1|train
P47145|P53940|1|test
P33416|P48527|1|train
P36132|P39077|1|test
P02829|P47145|1|train
P39987|P47015|1|test
P10592|P38785|1|train
P10591|P33441|1|train
P10591|P38785|1|train
P32589|P33441|1|train
P02829|P47015|1|train
P40005|Q03705|1|test
P10592|P40434|1|train
P33441|P40150|1|train
P10591|P40434|1|train
P02829|P40434|1|test
P33416|P33441|1|train
P53940|Q7LHG5|1|test
P33441|P39078|1|train
P24583|P39987|1|test
P32589|P38785|1|train
P40564|P47015|1|test
P10591|P54861|1|train
P10591|P40496|1|train
P02829|Q06648|1|train
P09435|P47015|1|train
P11484|Q03705|1|train
P33416|Q03705|1|train
P32580|P32590|1|test
P10592|P32580|1|train
P10591|P32580|1|train
P36126|P53940|1|test
P36126|P40150|1|train
P10591|P36126|1|train
P38785|P39076|1|train
P38785|P39987|1|test
P39954|P40150|1|train
P10591|P39954|1|train
P10591|Q04383|1|train
P02829|Q04383|1|train
P47015|P48363|1|train
P24583|P31539|1|train
P36132|P39102|1|train
P35209|P39102|1|train
P39102|Q05471|1|test
P37366|P39102|1|test
P39102|P45976|1|train
P39102|Q06159|1|train
P36000|P39102|1|train
P39102|P49723|1|train
P36126|P39102|1|train
P39102|P47029|1|train
P39102|Q12344|1|train
P32383|P39102|1|test
P39102|P41811|1|test
P35191|P53928|1|test
P12887|P35191|1|test
P35191|P53898|1|test
P32449|P35191|1|test
P02829|Q12134|1|train
P00359|P39102|1|train
P10591|Q12134|1|test
P39102|P53552|1|train
P39102|P40856|1|test
P38737|P39102|1|train
P39102|P53982|1|train
P39102|Q02932|1|train
P39102|P53848|1|train
P39102|Q12418|1|test
P39102|Q06211|1|train
P15624|P39102|1|train
P02994|P39102|1|train
P39102|Q12051|1|train
P39102|Q12449|1|train
P17883|P39102|1|train
P32589|P39102|1|test
P39102|P40010|1|train
P11484|P32900|1|test
P39102|P53254|1|test
P36159|P39102|1|train
P07703|P39102|1|train
P32367|P39102|1|train
P36132|P40150|1|train
P33202|P35191|1|test
P35191|P38086|1|test
P25454|P35191|1|test
P35191|P53236|1|test
P35191|P38249|1|test
P06103|P35191|1|test
P38788|P40302|1|train
P47138|Q06648|1|train
P02829|Q07478|1|train
P02829|Q03713|1|train
P02829|Q06479|1|train
P40564|Q06152|1|test
P10591|P36132|1|train
P10591|Q03660|1|train
P39987|Q08975|1|test
P10591|Q08975|1|test
P11484|P36132|1|train
P36132|P38788|1|train
P38788|Q03660|1|train
P35191|P39987|1|test
P17555|P35191|1|test
P35191|Q06679|1|test
P35191|P40096|1|test
P04912|P35191|1|test
P35191|P46949|1|test
P35191|P40535|1|test
P35191|P38153|1|test
P12945|P35191|1|test
P35191|Q12049|1|test
P20424|P35191|1|test
P35191|Q12311|1|test
P35191|P48570|1|test
P35191|P61830|1|test
P35191|P38063|1|test
P04807|P35191|1|test
P25036|P35191|1|test
P35191|P40150|1|test
P32589|P35191|1|test
P35191|P38788|1|test
P35191|P46965|1|test
P38144|P39102|1|test
P32263|P40358|1|train
P25303|P32263|1|train
P0CS90|Q01476|1|train
P40150|Q01476|1|train
P02829|Q01476|1|train
Q01476|Q06677|1|train
P25491|Q07457|1|train
P53863|Q07457|1|test
P15790|Q05931|1|train
P11484|Q00402|1|train
P38788|Q00402|1|train
P32589|Q00402|1|train
P11484|P52891|1|train
P10591|P32618|1|train
P11484|P32618|1|train
P32589|P36066|1|train
P02829|P50089|1|train
P32590|Q99315|1|test
P09435|Q99315|1|train
P25303|Q01476|1|train
P31539|Q99315|1|test
P39077|Q01476|1|train
P0CS90|Q07457|1|train
P32589|P53910|1|train
P40150|Q01560|1|test
P36016|Q01476|1|test
Q01476|Q05931|1|train
P39079|Q01560|1|test
P33416|Q01560|1|test
P43613|Q01560|1|test
P39987|Q01476|1|test
P14906|Q07457|1|train
P39101|Q01560|1|test
P31539|Q01560|1|test
P09435|Q01476|1|train
P10591|Q07457|1|train
P10592|P32892|1|test
P46988|Q01476|1|train
P40358|Q01560|1|test
P40150|Q07457|1|train
P40413|Q01560|1|test
P10592|P53910|1|train
P39078|Q99315|1|train
P02829|Q99315|1|test
P10592|Q12192|1|train
P02829|Q12267|1|train
P09435|P46963|1|train
P32589|Q12267|1|train
P10592|Q03465|1|train
P32589|Q03465|1|train
P40150|Q03465|1|train
P40150|Q12267|1|train
P10592|P40963|1|train
P53863|Q12267|1|train
P32589|P46963|1|train
P38788|P46963|1|train
P11484|P17119|1|train
P09435|P17119|1|train
P17119|P53863|1|train
P11484|P46963|1|train
P10591|P46963|1|test
P32589|P36094|1|train
P38788|Q99315|1|train
P11484|P36094|1|test
P23615|P40564|1|train
P07256|P0CS90|1|train
P25491|P43597|1|train
P07256|P11484|1|train
P32589|P43597|1|train
P10592|P43597|1|train
P10591|P43597|1|train
P06738|P40150|1|train
P02829|P43597|1|train
P02829|P40058|1|train
P40042|Q12329|1|test
P06738|P11484|1|train
P06738|P10591|1|train
P40042|P40150|1|train
P10591|P15790|1|train
P40564|P47037|1|train
P09435|P23615|1|train
P24583|P33416|1|train
P10591|P53910|1|train
P17629|P47138|1|test
P10592|P38830|1|train
P39987|Q12090|1|test
P38830|P39987|1|test
P38830|P40564|1|train
P10592|Q12090|1|train
P15992|P24276|1|test
P15108|P26754|1|test
P24276|P53900|1|test
P10591|P26754|1|train
P10592|P26754|1|train
P15108|P24276|1|test
P10591|Q12090|1|train
P39531|P40564|1|test
P31539|P39531|1|test
P26754|P39987|1|test
P26754|P40358|1|train
P02829|Q7LHG5|1|train
P38788|P38830|1|train
P10591|P38887|1|train
P10591|Q99258|1|train
P17629|P53900|1|train
P32263|P40150|1|train
P32263|P32589|1|train
P39078|Q7LHG5|1|train
P40150|Q7LHG5|1|train
P24583|P39077|1|train
P24583|P40150|1|train
P33441|P40358|1|train
Q12329|Q99258|1|test
P25294|P28274|1|train
P25303|P28274|1|train
P11484|Q99258|1|train
P02829|Q08968|1|train
P11484|Q08968|1|train
P10592|Q08968|1|test
P40150|Q08968|1|train
P40564|Q08968|1|train
P02829|P17629|1|train
P24276|P39987|1|test
P10592|P17709|1|test
P02829|P38721|1|train
P32589|P39531|1|test
P10591|P41318|1|train
P40150|Q06151|1|test
P48363|Q06151|1|test
P25491|Q06151|1|test
P32589|P32600|1|train
P53940|Q06151|1|test
P32600|P38788|1|train
P10591|P38620|1|train
P32589|Q06162|1|test
P10591|Q06162|1|train
Q04372|Q04432|1|train
P11484|Q04372|1|train
P40850|Q12329|1|test
P17629|P39987|1|test
P15108|Q07457|1|test
Q06677|Q07457|1|train
P25491|P50089|1|train
P25491|P39531|1|test
P31539|P50089|1|train
P38788|P39531|1|test
P10591|P39531|1|test
P02829|Q6Q5P6|1|train
P10592|P24583|1|test
P11484|P24583|1|train
P10591|P24583|1|train
P10591|Q06216|1|train
P11484|P39684|1|train
P10591|P11986|1|train
P10591|P39684|1|train
P10591|P10963|1|train
P11484|Q12123|1|train
P36016|P37304|1|test
P37304|P39076|1|test
P02829|P24583|1|train
P32589|P40343|1|train
P38788|P40343|1|test
P17629|P32589|1|train
P37898|P39102|1|train
P39102|Q06685|1|test
P50111|Q06677|1|train
P10591|P38244|1|train
P11484|P42826|1|train
Q05131|Q06677|1|test
P10592|Q05131|1|test
P10591|P42826|1|train
P10591|Q04432|1|train
P39985|Q04432|1|train
P02829|Q08287|1|train
P37254|Q04432|1|train
P00359|Q04432|1|train
P41697|Q04432|1|test
Q04432|Q06263|1|train
Q02754|Q04432|1|test
P10591|P34219|1|train
P45819|P48363|1|train
P32590|P45819|1|test
P39987|P45819|1|test
P38244|P40150|1|test
P10592|P34219|1|train
P10592|P40991|1|train
P11484|P40991|1|train
P32589|P43563|1|train
Q04432|Q99299|1|train
P02829|Q01477|1|train
P25294|Q02932|1|train
P53240|Q04432|1|train
Q04432|Q06337|1|train
P07266|Q04432|1|train
Q04432|Q08773|1|train
P39981|Q04432|1|train
P10591|Q99316|1|test
P32589|Q04432|1|train
Q03407|Q04432|1|train
P39102|Q03855|1|train
P10591|Q03855|1|train
P38244|Q12329|1|train
P10591|P40991|1|train
P04912|P31539|1|train
P53036|Q04432|1|train
P04912|P25491|1|train
Q04432|Q05080|1|test
P33416|P38630|1|train
P04912|P33416|1|train
P04912|P39077|1|train
P16862|P40358|1|train
P39077|P47083|1|train
P06701|P11484|1|train
P06701|P10592|1|train
P06701|P33416|1|train
P04912|P10591|1|train
P06701|Q12329|1|train
P02829|P46944|1|train
P06701|P36016|1|test
P40564|P47083|1|train
P06105|P46997|1|train
P11484|Q03102|1|train
P10592|P38630|1|train
P34219|P46988|1|test
P04912|P42943|1|train
P53857|Q04432|1|test
P36161|Q04432|1|test
P04912|P39101|1|train
P38198|Q04432|1|train
P10592|P33895|1|test
P47079|Q06188|1|train
P32828|P52553|1|train
P33895|P38788|1|train
P32828|Q06677|1|train
P32828|P53900|1|train
P32589|Q06188|1|train
P02829|P31380|1|train
P31380|P38788|1|train
P31380|P40150|1|train
P31380|P33416|1|train
P40564|Q06188|1|train
P16862|P40564|1|train
P16862|P25341|1|train
P06105|P32589|1|train
P25302|P40564|1|train
P32581|Q04432|1|test
P19882|P25361|1|test
P32491|P46988|1|train
P33775|Q04432|1|train
P19882|P51862|1|train
P48570|Q04432|1|train
P25356|Q04432|1|train
P10591|P35184|1|test
P19882|Q12373|1|train
P10591|P22204|1|train
P19882|P38626|1|train
P19882|Q3E705|1|train
P22204|P40150|1|test
P19882|P53852|1|train
P22204|P33416|1|train
P22204|P32590|1|test
P02829|P40341|1|test
P19882|P39984|1|train
P19882|P38990|1|train
P02294|P19882|1|train
P19882|P53262|1|test
P32491|P40150|1|train
P38111|Q04432|1|test
Q04432|Q12389|1|train
P38211|P40150|1|train
P22943|Q04432|1|train
P47128|Q04432|1|test
P53886|Q04432|1|test
P38339|P53900|1|train
P10591|P38339|1|train
Q04432|Q04773|1|train
P53125|Q04432|1|test
P29539|Q04432|1|train
P53940|Q12468|1|test
P38427|Q04432|1|train
P11484|P32491|1|train
P19882|P53173|1|train
P19882|Q08558|1|train
P19882|P43635|1|train
P19882|P53272|1|train
P25302|P39987|1|test
P19882|P32914|1|train
P19882|Q06344|1|train
P14904|P19882|1|train
P19882|P38696|1|train
P19882|P47050|1|train
P39987|Q08686|1|test
P32589|Q08686|1|train
P19882|Q04067|1|test
P53742|Q04432|1|train
P11075|Q04432|1|train
P04912|P39987|1|test
P10592|Q08686|1|train
P02829|Q08686|1|train
P32589|P53394|1|test
P02829|P25302|1|train
P25302|P32589|1|train
P02829|Q08634|1|train
P38991|Q04432|1|test
P11484|Q12486|1|train
P19882|P53081|1|train
P19882|Q10740|1|train
P19882|Q12447|1|train
P19882|P48361|1|train
P19882|P22336|1|train
P19882|P43572|1|train
P11484|Q06595|1|train
P10591|Q06595|1|test
P19882|P43124|1|train
P19882|P38774|1|train
P02829|Q06595|1|train
P02829|Q06594|1|train
P06169|P19882|1|test
P19882|Q04373|1|train
P19882|P38351|1|test
P19882|P53261|1|train
P19882|P20448|1|train
P19882|P40453|1|train
P19882|P53145|1|train
P02293|Q04432|1|train
P19882|Q02891|1|train
P14682|P19882|1|train
P06105|P40150|1|train
P06105|P25491|1|train
P10592|Q04170|1|test
P32589|P39685|1|test
P38139|Q12329|1|train
P40150|Q05905|1|train
P39078|P39685|1|train
P39685|P40358|1|train
P25491|P53164|1|train
P09435|P50111|1|train
P32589|P53107|1|train
P53107|P53193|1|train
P50111|Q12329|1|test
P32589|Q04409|1|train
P07275|P32589|1|train
P33416|Q08227|1|train
P10592|P29589|1|train
P10592|P53090|1|train
P08458|P53090|1|test
P40053|P53940|1|test
P10592|P49089|1|train
P43565|Q04493|1|test
P32589|P53256|1|train
P12612|P23594|1|test
P02829|P0CF18|1|train
P11484|P23301|1|test
P02829|Q04526|1|test
P23594|P40150|1|train
P11484|P23594|1|train
P10591|P23594|1|train
P40150|P43565|1|train
P39102|P43565|1|test
P39077|P43565|1|test
P10592|Q03660|1|train
P10591|P38348|1|train
P32589|P47054|1|train
P40150|P47054|1|train
P25491|P43565|1|train
P15108|P39685|1|test
P0CF18|P32590|1|test
P25491|Q08227|1|train
P10592|P53836|1|train
P39102|Q12148|1|test
P39102|P40309|1|train
P39102|Q12362|1|test
P39102|P39685|1|train
P09880|P39102|1|test
P39102|P40579|1|train
P39102|P53154|1|train
P39102|Q02455|1|train
P39102|P47102|1|test
P0C2J7|P39102|1|train
P34225|P39102|1|train
P27801|P39102|1|train
P12687|P39102|1|train
P39102|P53278|1|train
P39102|Q06665|1|train
P32589|P50111|1|test
P10591|P50111|1|train
P10592|Q12487|1|train
P25294|P49089|1|train
P25294|P50111|1|test
P32589|P40006|1|train
P10592|P40986|1|train
P32589|P40986|1|train
P39078|Q08227|1|train
P10592|P13483|1|train
P13483|P32589|1|train
P13483|P40150|1|train
P13483|P46988|1|test
P10592|P41813|1|train
P32589|P41813|1|train
P33416|P41813|1|train
P10592|Q08742|1|train
P32589|Q08742|1|train
P53940|Q08227|1|test
P10592|P33734|1|train
P10592|P40037|1|train
P32589|P40037|1|train
P10592|P40006|1|train
P40150|Q01532|1|train
P38788|P41811|1|test
P32589|P41811|1|test
P02829|Q03153|1|train
P10591|P53857|1|test
P40005|P47029|1|train
P10591|Q04213|1|train
P10592|Q04213|1|train
P32589|Q04213|1|train
P40150|Q04213|1|train
P33416|Q04213|1|train
P39101|Q04213|1|train
P47029|Q12329|1|train
P39078|P47029|1|test
P02829|P32335|1|train
P11484|P32335|1|train
P10592|P32335|1|train
P32335|P40150|1|train
P40150|P47029|1|train
P25491|P32335|1|train
P38788|P47029|1|train
P38788|P53857|1|test
P53857|Q04493|1|test
P02829|Q12219|1|test
P02829|Q12340|1|train
P10591|Q12340|1|train
P11484|Q12340|1|train
P10592|Q12340|1|train
P06105|P53863|1|train
P19882|Q12199|1|train
P10592|P39704|1|train
P32589|P39704|1|train
P11484|P16862|1|train
P04912|P47079|1|test
P10591|Q04233|1|test
P25491|P39704|1|train
P11353|P32589|1|train
P40564|P47029|1|train
P10591|Q12486|1|train
P02829|Q12486|1|train
P40564|P53857|1|test
P47029|P53900|1|train
P10592|P38746|1|train
P32589|P32833|1|train
P07273|P32589|1|train
