uniprotID_A|uniprotID_B|isInteraction|trainTest
Q2TAL8|Q8NEQ6|1|train
Q2TAL8|Q5BKX5|1|train
Q2TAL8|Q8IYB5|1|train
A8MTA8|Q2TAL8|1|test
H3BRN8|Q2TAL8|1|train
Q2TAL8|Q9UBR4|1|train
O43281|Q8TAU3|1|test
Q7L4P6|Q8TAU3|1|test
O15162|Q8TAU3|1|test
P49910|Q8TAU3|1|test
Q8TAU3|Q96D15|1|test
Q8TAU3|Q96ED9|1|test
P36406|Q8TAU3|1|test
Q8TAU3|Q96LR2|1|test
P51114|Q8TAU3|1|test
P17081|Q8TAU3|1|test
Q8TAU3|Q9NRD5|1|test
Q04864|Q8TAU3|1|test
Q8TAU3|Q9UGI0|1|test
Q8TAU3|Q92997|1|test
Q8TAU3|Q96RU7|1|test
Q8TAU3|Q9BZW7|1|test
Q8TAU3|Q9H257|1|test
O14492|Q8TAU3|1|test
P15884|Q8TAU3|1|test
Q5TD97|Q8TAU3|1|test
Q8NA61|Q8TAU3|1|test
P24592|Q8TAU3|1|test
Q8TAU3|Q92764|1|test
P48059|Q8TAU3|1|test
Q01850|Q8TAU3|1|test
O75478|Q8TAU3|1|test
Q7Z3S9|Q8TAU3|1|test
Q8TAU3|Q8WY64|1|test
Q8TAU3|Q8WW24|1|test
Q13422|Q8TAU3|1|test
Q8TAU3|Q9GZM8|1|test
Q8TAU3|Q9UKT9|1|test
Q8TAU3|Q96HB5|1|test
Q8TAU3|Q96HT8|1|test
Q59EK9|Q8TAU3|1|test
A6NEM1|Q8NE01|1|test
Q15415|Q8NE01|1|test
Q8NE01|Q8TD06|1|test
O75031|Q8NE01|1|test
P60409|Q8NE01|1|test
P60370|Q8NE01|1|test
Q8NE01|Q9BYR8|1|test
Q8NE01|Q9Y2V7|1|test
Q8NA61|Q8NE01|1|test
Q8NE01|Q9BYR7|1|test
Q5TD97|Q8NE01|1|test
Q8NE01|Q9BYQ4|1|test
P84103|Q8NE01|1|test
Q8NE01|Q9UL42|1|test
Q8NE01|Q9BYQ3|1|test
Q14525|Q8NE01|1|test
Q8NE01|Q9UJV3|1|test
O95273|Q8TAI1|1|train
Q5VWX1|Q8TAI1|1|train
P60370|Q8TAI1|1|train
Q7Z699|Q8TAI7|1|test
Q8TAU3|Q92993|1|test
Q13077|Q8TAU3|1|test
Q5T749|Q8NE01|1|test
P0DPK4|Q8NE01|1|test
Q8NE01|Q9BWT7|1|test
Q07627|Q8NE01|1|test
Q8IYS1|Q8NE01|1|test
Q8NE01|Q9BYP8|1|test
P60328|Q8NE01|1|test
P22735|Q8NE01|1|test
Q8NE01|Q9UL41|1|test
Q2TAL6|Q8NE01|1|test
Q8NE01|Q9BYQ0|1|test
Q8TAU3|Q99801|1|test
Q15942|Q2TAL8|1|train
Q5JR59|Q8TCT0|1|test
Q5JR59|Q8WWX9|1|train
Q5JR59|Q96S90|1|train
Q5JR59|Q9BQ24|1|train
Q5JR59|Q9C086|1|test
Q5JR59|Q9H3Q3|1|train
Q5JR59|Q9NUL5|1|train
Q5JR59|Q9UIE0|1|train
Q5JR59|Q86UU5|1|train
Q5JR59|Q7Z7H3|1|train
Q5JR59|Q6ZT89|1|train
O14625|Q5JR59|1|test
O43309|Q5JR59|1|test
P17024|Q5JR59|1|train
Q5JR59|Q9UNY5|1|train
Q08AG5|Q5JR59|1|train
Q16670|Q5JR59|1|test
Q5JR59|Q5T7P8|1|train
Q5JR59|Q5TZK3|1|test
Q5JR59|Q6EMK4|1|train
Q09FC8|Q5JR59|1|test
Q5JR59|Q9Y5E9|1|train
Q16600|Q5JR59|1|train
Q5JR59|Q6ZNH5|1|train
A2VCK2|O43559|1|train
A2VCK2|Q8N9N5|1|train
A2VCK2|Q5TD97|1|train
A2VCK2|O75031|1|train
A2VCK2|A8MQ03|1|train
A2VCK2|Q6ZN55|1|test
A2RUH7|Q8TDX7|1|train
A2VCK2|Q9BYR6|1|train
A4D1E9|Q5JR59|1|train
P31146|P43364|1|test
Q5JR59|Q5TAP6|1|train
Q5JR59|Q8NHY3|1|test
Q5JR59|Q96EG3|1|train
Q5JR59|Q5T619|1|train
Q5JR59|Q9H503|1|test
Q5JR59|Q6P2D0|1|train
Q5JR59|Q96BR6|1|train
Q5JR59|Q96MX3|1|test
Q5JR59|Q6UWV6|1|test
Q5JR59|Q9H7X3|1|train
Q5JR59|Q86VV4|1|train
Q5JR59|Q6PF04|1|train
Q5JR59|Q86VD7|1|test
Q5JR59|Q6UXT9|1|test
P31146|Q8IY31|1|train
Q5JR59|Q96N21|1|train
Q5JR59|Q6RVD6|1|test
Q5JR59|Q9UBR2|1|train
Q02930|Q5JR59|1|train
Q5JR59|Q8WUK0|1|train
Q5JR59|Q8WTP8|1|train
Q5JR59|Q99757|1|test
Q5JR59|Q9UPU9|1|train
P08579|Q5JR59|1|train
O95171|Q5JR59|1|test
Q07002|Q5JR59|1|train
P17036|Q5JR59|1|train
Q13131|Q5JR59|1|train
Q5JR59|Q99661|1|train
Q5JR59|Q9UFB7|1|train
Q5JR59|Q9UHB7|1|train
Q5JR59|Q96NC0|1|train
Q49AN0|Q5JR59|1|train
Q5JR59|Q9NX04|1|train
Q5JR59|Q8N8B7|1|train
Q5JR59|Q96SQ5|1|train
Q5JR59|Q9UPT9|1|train
Q5JR59|Q96L50|1|train
Q5JR59|Q9NS75|1|train
Q5JR59|Q63HK5|1|train
Q5JR59|Q7Z3I7|1|train
A5D8V7|Q5JR59|1|train
A2VCK2|Q5JR59|1|train
Q5JR59|Q8IWZ5|1|train
Q5JR59|Q8IYX8|1|train
Q5JR59|Q96NL3|1|train
Q5JR59|Q96CS2|1|train
Q5JR59|Q9H0W8|1|train
O00560|Q5JR59|1|train
Q5JR59|Q86WX3|1|train
Q5JR59|Q9H6X5|1|test
Q5JR59|Q96BV0|1|train
Q5JR59|Q9Y217|1|train
A2RUH7|Q8WXH2|1|train
A2RUH7|Q96EH3|1|train
P23769|Q9BYR8|1|train
P23769|Q8IUC2|1|train
P23769|Q3SY46|1|test
P23769|Q8IUC3|1|train
P23769|Q3LI59|1|train
P23769|P35548|1|train
P15408|Q68G74|1|train
P15408|Q9P127|1|train
P23769|Q13077|1|train
P22607|P23769|1|test
O76024|P23769|1|train
P23769|Q93062|1|train
P23769|Q6UY14|1|train
P23769|Q8IUC1|1|train
P23769|Q9Y3C5|1|train
P62308|Q8NCF5|1|train
Q8IYF3|Q9NVL8|1|train
Q99750|Q9NVL8|1|train
Q5JR59|Q9NVL8|1|train
Q8NA61|Q9NVL8|1|train
Q6A162|Q9NVL8|1|train
Q2TAL8|Q6AI39|1|train
Q9NVL8|Q9Y2D8|1|train
P06396|P15408|1|train
P62308|Q03403|1|train
Q06187|Q13444|1|test
Q13444|Q92882|1|train
P54253|Q13444|1|train
Q9BRK4|Q9NVL8|1|train
A1E959|Q13444|1|train
Q02446|Q13444|1|test
Q13077|Q9NVL8|1|train
Q13444|Q8N9N5|1|test
P15408|Q15438|1|test
O75603|Q16610|1|train
O75603|Q7L591|1|train
O75603|Q06710|1|train
O75603|P40199|1|train
O75031|O75603|1|train
O75603|Q8TDC0|1|test
O75603|Q9BVN2|1|train
O75603|P0C870|1|train
O75603|Q58EX7|1|train
O75603|Q13077|1|test
O75603|Q9NZC7|1|train
O75603|Q86YR5|1|train
O75603|P49639|1|train
O75603|Q14847|1|train
O75603|P26367|1|train
O75603|Q70EL1|1|test
O75603|Q8NF64|1|train
Q2TAL8|Q9UBE8|1|train
P09603|Q07627|1|train
P15408|Q9UMX0|1|train
P09603|P60410|1|train
P15408|P62487|1|train
P15408|P22607|1|test
P15408|Q5T3J3|1|train
P15408|Q9Y5B8|1|test
P01112|P15408|1|test
O75603|Q8IUC2|1|train
O75603|P78424|1|train
O75603|Q9UBR4|1|train
O60806|O75603|1|train
O75603|Q3LI66|1|train
P09603|Q7Z3S9|1|train
O75603|Q8IUC3|1|test
O75603|Q04837|1|test
P09603|Q5JR59|1|train
O15499|O75603|1|train
Q5JR59|Q9GZT3|1|train
P59991|Q9NP98|1|test
P59991|Q8NEC5|1|train
P59991|Q9BXY8|1|train
P59991|Q96H86|1|train
P59991|Q14781|1|test
P59991|Q9NQX5|1|test
P59991|Q9BYR7|1|test
P59991|Q9NVF9|1|train
P59991|Q7Z3S9|1|test
P59991|Q9H2X0|1|train
P59991|Q9UBD0|1|train
P59991|P62877|1|train
P59991|Q96S94|1|train
P59991|Q9BYQ3|1|train
O76011|P59991|1|train
P59991|Q99988|1|test
P59991|Q96LM6|1|train
P59991|Q9GZM5|1|train
P59991|Q8NE01|1|test
P25791|Q0VAK6|1|test
P25791|P55771|1|test
P25791|Q14119|1|test
P25490|P59991|1|test
P59991|Q9H9D4|1|train
P59991|Q9BQY4|1|train
P59991|Q9GZM7|1|train
P59991|Q9UP95|1|train
P59991|Q92692|1|train
P59991|Q7Z698|1|test
P59991|Q92824|1|train
P59991|Q13214|1|train
P59991|Q9UK58|1|train
P59991|Q6ZNH5|1|train
P59991|Q9HBE1|1|train
P0DPK4|P59991|1|train
P59991|Q9BYQ0|1|test
P59991|Q9NZV7|1|train
P59991|Q12837|1|train
P59991|Q5T754|1|train
P59991|Q9C086|1|test
P59991|Q9NU39|1|train
P59991|Q5T751|1|train
P59991|Q52LG2|1|train
A8MV65|P59991|1|train
P59991|Q7Z7N9|1|train
P59991|Q12950|1|train
P0C7X2|P25791|1|test
P59991|Q8NEY4|1|train
P59991|Q5TA79|1|test
P59991|Q8IWZ5|1|train
P59991|Q96SQ5|1|train
P59991|Q9P2J8|1|train
P59991|Q8NA54|1|train
P59991|P60410|1|train
P59991|Q6EMK4|1|test
P59991|P60370|1|train
P59991|P60329|1|train
P59991|Q08E93|1|train
P59991|Q8WWB5|1|train
P59991|Q14990|1|train
P59991|Q5BKY6|1|train
P59991|Q5TA78|1|train
P59991|Q9BYR5|1|train
P59991|Q5T7P2|1|train
P25791|Q8TDR4|1|test
A6ZKI3|P25791|1|test
P25791|Q0VD86|1|test
P25791|Q92802|1|test
P25791|Q86Y26|1|test
P25791|Q8NHS4|1|test
P25791|P43361|1|test
P25791|P60409|1|test
P25791|Q9ULR0|1|test
P25791|Q9NNX1|1|test
P25791|Q9H2G9|1|test
P25791|Q96PN8|1|test
O00139|P25791|1|test
P17568|P25791|1|test
P25791|Q92558|1|test
P25791|Q13207|1|test
P25791|Q96N77|1|test
P25791|Q6KB66|1|test
P25791|Q7Z6J9|1|test
P25791|Q2NL98|1|test
P25791|Q9H0C1|1|test
O95995|P25791|1|test
P25791|Q9Y250|1|test
O43679|P25791|1|test
P25791|Q5VVQ6|1|test
P25791|Q8IVT2|1|test
P25791|Q6NZ36|1|test
P25791|Q9NQX0|1|test
P25791|Q86W67|1|test
P25791|Q8NI38|1|test
P25791|Q8TBB0|1|test
P25791|Q9UHB4|1|test
P25791|Q8NDH6|1|test
O95678|P25791|1|test
P25791|Q96FT9|1|test
P25791|Q5T749|1|test
P25791|Q9HBE1|1|test
P25791|Q495M9|1|test
P25791|Q9BYU1|1|test
Q8IYX7|Q9UJX0|1|train
O95429|Q8IYX7|1|train
Q8IYX7|Q8NA54|1|train
Q8IYX7|Q96EF6|1|test
Q8IYX7|Q9BRQ3|1|test
Q8IYX7|Q9H0C1|1|train
Q2TBA0|Q8IYX7|1|train
Q5BKX5|Q8IYX7|1|test
Q13470|Q8IYX7|1|test
O75031|Q8IYX7|1|test
Q86V42|Q8IYX7|1|test
Q8IYX7|Q9UBL6|1|train
Q8IYX7|Q9H6L4|1|train
Q8IVS8|Q8IYX7|1|train
Q8IYX7|Q9H257|1|train
Q5TD97|Q8IYX7|1|test
P14136|Q8IYX7|1|train
P25800|Q8IYX7|1|train
Q58EX7|Q8IYX7|1|train
P29597|Q9ULX6|1|test
Q04864|Q7L775|1|train
P08779|Q7L775|1|test
P62995|Q7L775|1|test
Q7L775|Q9BVI4|1|train
Q7L775|Q8TBB1|1|train
Q7L775|Q8NEU8|1|train
Q70EL1|Q7L775|1|train
Q52LA3|Q7L775|1|test
Q7L775|Q9UBB9|1|test
Q6GQQ9|Q7L775|1|train
Q7L775|Q8N137|1|train
Q8IYX7|Q9BUH8|1|test
P29597|Q9BUZ4|1|train
O95994|P29597|1|train
P17181|P29597|1|train
Q7L775|Q9NRD5|1|train
A6NEM1|P29597|1|train
P29597|Q9NQX1|1|train
P48380|Q15654|1|train
P29597|Q15323|1|train
Q8IYX7|Q9NZC7|1|train
P05067|Q12891|1|train
Q12891|Q9BYR7|1|train
Q12891|Q15323|1|train
Q12891|Q9UBB4|1|test
O76011|Q12891|1|train
P14136|Q12891|1|train
Q12891|Q9HAT8|1|train
Q07627|Q12891|1|train
P29474|Q12891|1|train
P59991|Q3LI66|1|train
P59991|Q3LI76|1|test
P59991|Q3LHN2|1|train
O14633|P59991|1|train
P59991|Q8N7E2|1|test
P49768|Q12891|1|train
P59991|Q3LI59|1|train
P59991|Q86YT5|1|test
P59991|Q9H7X3|1|train
P59991|Q6VB84|1|test
P59991|Q8WTX9|1|train
P59991|Q9BRL6|1|train
P59991|Q14129|1|train
P59991|Q8IYN0|1|train
P59991|Q16348|1|train
Q12891|Q3LI66|1|train
P0DPK4|Q8NEG0|1|train
Q07627|Q8NEG0|1|train
Q8IYX7|Q9ULX6|1|test
Q8IYX7|Q96RU7|1|train
Q8IYX7|Q99471|1|train
P07237|Q8NEG0|1|train
Q8NEG0|Q9NR12|1|train
P60410|Q8NEG0|1|test
Q8N9N5|Q8NEG0|1|train
Q5TD97|Q8NEG0|1|test
Q7Z3S9|Q8NEG0|1|train
P61106|Q8NEG0|1|train
O76011|Q8NEG0|1|train
Q8NEG0|Q9BYR7|1|train
Q00994|Q8TAU3|1|test
P25791|Q9BXF9|1|test
Q8TAU3|Q96MP8|1|test
Q6A163|Q8TAU3|1|test
P13349|Q8TAU3|1|test
Q8TAU3|Q9UDW3|1|test
P0DN76|Q8TAU3|1|test
Q2TAL6|Q8TAU3|1|test
P59942|Q8TAU3|1|test
Q86X51|Q8TAU3|1|test
Q8IVP9|Q8TAU3|1|test
Q8TAU3|Q9Y250|1|test
Q8TAU3|Q9UC07|1|test
Q8TAU3|Q8TD16|1|test
P0DPK4|Q8TAU3|1|test
Q5SZL2|Q8TAU3|1|test
Q8TAU3|Q9UBR4|1|test
Q8TAU3|Q96EG3|1|test
Q86X02|Q8TAU3|1|test
P60328|Q8TAU3|1|test
Q6PI77|Q8TAU3|1|test
A4D161|Q8TAU3|1|test
Q96AG3|Q9UHI5|1|train
Q14973|Q96AG3|1|train
Q3KNW5|Q96AG3|1|train
Q2M2E3|Q96AG3|1|train
Q13520|Q96AG3|1|train
Q96BD5|Q96JM7|1|test
Q8TAU3|Q99687|1|test
Q6WN34|Q8TAU3|1|test
Q5M9Q1|Q8TAU3|1|test
Q6GMV2|Q8TAU3|1|test
Q6ZN54|Q8TAU3|1|test
Q96AG3|Q9BRK0|1|train
O95214|Q96AG3|1|test
Q3ZAQ7|Q96AG3|1|train
Q8NBQ5|Q96AG3|1|train
Q96AG3|Q9H6H4|1|train
Q5SR56|Q96AG3|1|train
Q8TDX7|Q96JJ7|1|train
Q8TAU3|Q9BYQ6|1|test
P25800|Q8TAU3|1|test
Q15742|Q8TAU3|1|test
Q8TAU3|Q9H2G9|1|test
O75564|Q8TAU3|1|test
P17568|Q8TAU3|1|test
O75031|Q8TAU3|1|test
Q8TAU3|Q9NQZ8|1|test
Q8IYA8|Q8TAU3|1|test
Q8TAU3|Q9BVG8|1|test
P19883|Q8TAU3|1|test
Q8TAU3|Q9Y2D8|1|test
Q8TAU3|Q9NQ86|1|test
Q8TAU3|Q9Y2K1|1|test
Q86T90|Q8TAU3|1|test
Q8TAU3|Q9Y2V7|1|test
A6NEM1|Q8TAU3|1|test
Q7Z698|Q8TAU3|1|test
Q8TAU3|Q9H5H4|1|test
Q8TAU3|Q96C00|1|test
P17024|Q8TAU3|1|test
Q8TAU3|Q9H079|1|test
Q8TAU3|Q8WWB5|1|test
P43361|Q8TAU3|1|test
Q6EMK4|Q8TAU3|1|test
Q8TAU3|Q96DT7|1|test
Q8TAU3|Q96EL1|1|test
Q2TAC2|Q8TAU3|1|test
Q8TAU3|Q9Y2T1|1|test
Q8TAU3|Q92753|1|test
Q8TAU3|Q96SQ5|1|test
Q8TAU3|Q9BYR5|1|test
Q8TAU3|Q9HAQ2|1|test
Q5TA31|Q8TAU3|1|test
P60370|Q8TAU3|1|test
Q53FE4|Q8TAU3|1|test
P16284|Q96JJ7|1|train
P25791|Q7L5A3|1|test
P25791|Q9NTW7|1|test
P25791|Q5JR59|1|test
P25791|Q96HT8|1|test
P25791|Q8NA61|1|test
O75971|P25791|1|test
P25791|Q13464|1|test
P25791|Q5TD97|1|test
P25791|Q7Z3S9|1|test
P25791|Q13422|1|test
P25791|Q9GZT8|1|test
P25791|P36406|1|test
P25791|Q6UY14|1|test
P25791|Q5JVL4|1|test
P25791|Q96EQ0|1|test
P25791|Q8N9N5|1|test
P25791|Q9H2G4|1|test
P25791|Q9Y2D8|1|test
P25791|Q12774|1|test
P25791|Q5JST6|1|test
P25791|Q8IYA8|1|test
P25791|Q9BVN2|1|test
P25791|Q15293|1|test
P25791|Q9UKD1|1|test
P25791|Q03989|1|test
P25791|Q9UBB9|1|test
P25791|Q674X7|1|test
P25791|Q6X4W1|1|test
P25791|Q8WWB3|1|test
Q96G42|Q9NQ94|1|train
Q9NQ94|Q9UFD9|1|train
Q8NCR6|Q9NQ94|1|test
O95810|Q9NQ94|1|train
O15294|Q9UHR5|1|train
Q9NVV9|Q9UHR5|1|test
P31321|Q9UHR5|1|train
Q9UHR5|Q9UK58|1|train
Q5BKX5|Q9NQ94|1|train
Q04637|Q9NQ94|1|test
Q04864|Q9NQ94|1|train
Q8N6F8|Q9NQ94|1|train
Q16082|Q9NQ94|1|train
Q58EX7|Q9NQ94|1|train
Q16610|Q9NQ94|1|train
O76011|Q9NQ94|1|train
Q7L591|Q9NQ94|1|train
Q7Z3K3|Q9NQ94|1|train
P25791|Q9NX04|1|test
P25791|Q13137|1|test
P25791|Q8N720|1|test
P25791|Q86VK4|1|test
P25791|P63208|1|test
P25791|P40763|1|test
P25791|Q04864|1|test
P25791|P26038|1|test
P07910|P25791|1|test
P25791|Q8WW01|1|test
P25791|Q86UR1|1|test
P25791|Q96RU7|1|test
P25791|P61758|1|test
O75716|Q5JR59|1|train
Q13573|Q53EZ4|1|train
P51116|Q53EZ4|1|train
Q53EZ4|Q8NDC0|1|train
Q53EZ4|Q8N187|1|train
Q53EZ4|Q8NA61|1|train
Q53EZ4|Q96CS2|1|train
O75031|Q53EZ4|1|train
Q53EZ4|Q96MY7|1|test
P14136|Q96FT7|1|train
Q96FT7|Q9BVL2|1|train
Q7Z699|Q96FT7|1|train
P19404|Q96FT7|1|train
O14656|Q9H4A5|1|test
Q8TBB1|Q9H4A5|1|train
P50570|Q53EZ4|1|train
O14656|Q53EZ4|1|train
P50570|Q9H4A5|1|test
Q2TAK8|Q53EZ4|1|test
P41091|Q7Z6I5|1|test
P06396|Q7Z6I5|1|train
Q7Z3K3|Q7Z6I5|1|train
Q7Z6I5|Q96AQ7|1|train
P28329|Q7Z6I5|1|train
P50570|Q3SYF9|1|train
P04792|Q3SYF9|1|train
Q3SYF9|Q9H0E2|1|train
P51608|Q7Z6I5|1|train
P49591|Q7Z6I5|1|train
Q53EZ4|Q6UXH8|1|train
Q53EZ4|Q8TES7|1|train
Q53EZ4|Q96MX3|1|test
O14773|Q53EZ4|1|test
P50570|Q7Z6I5|1|train
Q7Z6I5|Q92870|1|train
P22607|Q7Z6I5|1|test
Q7Z6I5|Q92922|1|train
O14656|Q7Z6I5|1|train
P01023|Q7Z6I5|1|train
Q16637|Q7Z6I5|1|test
Q3SYF9|Q8TBE0|1|train
P14136|Q96FW1|1|test
Q7Z699|Q96FW1|1|train
P07686|Q96FW1|1|train
P19404|Q96FW1|1|train
O14773|Q96FW1|1|train
Q96FW1|Q9UMF0|1|train
P50570|Q96FT7|1|train
P51608|Q96FW1|1|train
Q96FW1|Q9Y3C5|1|train
O60333|Q96FW1|1|train
O43464|Q96FW1|1|train
P04792|Q96FT7|1|train
O76024|Q96FW1|1|train
P60891|Q96FW1|1|train
Q8WXH2|Q96FW1|1|train
Q53GS7|Q96FW1|1|test
P01023|Q96FW1|1|train
P28799|Q96FT7|1|test
O14832|Q96FT7|1|train
P60891|Q96FT7|1|test
O76024|Q96FT7|1|train
P49591|Q96FT7|1|train
P41091|Q96FT7|1|test
P06396|Q96FT7|1|train
Q14957|Q96FT7|1|test
P29474|Q96FT7|1|train
Q92870|Q96FT7|1|train
P22607|Q96FT7|1|test
P54652|Q96FT7|1|train
O14656|Q96FT7|1|train
P46379|Q96FT7|1|train
Q96FT7|Q9Y3C5|1|train
O60333|Q96FT7|1|train
O43464|Q96FT7|1|test
O75460|Q96FT7|1|train
P22607|Q3SYF9|1|test
Q3LI72|Q7RTU3|1|train
Q3LI72|Q7Z4N8|1|train
Q3LI72|Q8IUC2|1|test
Q3LI72|Q8NCR6|1|train
Q3LI72|Q5T749|1|train
Q3LI72|Q9HBE1|1|test
Q16633|Q3LI72|1|train
Q3LI72|Q9H2X0|1|train
O76011|Q3LI72|1|train
Q13554|Q3LI72|1|train
Q3LI72|Q9UQM7|1|train
Q3LI72|Q8TDS5|1|train
P06396|Q3LI72|1|train
Q3LI72|Q99697|1|test
Q3LI72|Q9BZE0|1|train
Q3LI72|Q9H0F5|1|train
Q3LI72|Q9BVN2|1|test
Q3LI72|Q9BXF9|1|train
Q3LI72|Q8N5M1|1|train
Q3LI72|Q7Z429|1|train
Q3SY46|Q8TBB1|1|test
Q3SY46|Q86UW9|1|test
Q3SY46|Q96IQ9|1|test
Q3SY46|Q8WW24|1|test
Q3SY46|Q9BYR7|1|test
Q3SY46|Q99932|1|test
Q3SY46|Q7Z3C6|1|test
Q3SY46|Q7Z3S9|1|test
Q3SY46|Q9BYQ3|1|test
Q3SY46|Q9BYQ4|1|test
P05813|Q3SY46|1|test
Q3SY46|Q6AZZ1|1|test
Q3SY46|Q8WWU5|1|test
Q3SY46|Q92824|1|test
Q3SY46|Q9Y2K5|1|test
Q3LI72|Q96MA1|1|test
Q3SY46|Q9NWQ9|1|test
Q3LI72|Q9UGI9|1|train
Q3LI72|Q8N831|1|train
Q3LI72|Q8N6W0|1|train
Q3LI72|Q7L0R7|1|train
P50570|Q3SY46|1|test
P04792|Q3SY46|1|test
Q3SY46|Q9H0E2|1|test
Q3SY46|Q92922|1|test
Q3SY46|Q9Y3S2|1|test
O60333|Q3SY46|1|test
Q3SY46|Q9BZL1|1|test
O76024|Q3SY46|1|test
Q16637|Q3SY46|1|test
Q3LI72|Q9NQB0|1|train
O75553|Q3SYF9|1|train
Q3SYF9|Q9NQB0|1|train
Q3SYF9|Q99932|1|train
Q3SYF9|Q9BYQ4|1|train
Q13554|Q3SYF9|1|train
Q3SYF9|Q9NRY6|1|train
Q3SYF9|Q9UQM7|1|train
Q3SYF9|Q8N5M1|1|train
Q3SYF9|Q99697|1|test
Q3SYF9|Q9BZE0|1|train
P0C7T5|Q3SYF9|1|test
P06396|Q3SYF9|1|train
Q3SYF9|Q9ULV5|1|train
Q3SYF9|Q8WWR8|1|test
Q3SYF9|Q9Y3C5|1|train
Q3SYF9|Q86UR1|1|train
O60333|Q3SYF9|1|train
Q15038|Q3SYF9|1|train
Q3SYF9|Q9H6L4|1|train
O76024|Q3SYF9|1|train
Q3SYF9|Q86UW9|1|train
Q3SYF9|Q8NDC0|1|train
Q3SYF9|Q9NRQ2|1|train
Q3SYF9|Q96LM6|1|train
Q3SYF9|Q8NEC5|1|test
P22607|Q3LI72|1|test
P25788|Q3LI72|1|train
Q3LI72|Q9UHD9|1|train
Q3LI72|Q96LX7|1|test
Q3LI72|Q8NDC0|1|test
Q3LI72|Q9NRQ2|1|train
Q3LI72|Q96LM6|1|train
Q3LI72|Q96IQ9|1|train
Q3LI72|Q8NEC5|1|train
Q3LI72|Q7L5A3|1|train
Q3LI72|Q8IVS8|1|train
O75553|Q3LI72|1|train
Q3LI72|Q9BSW2|1|train
Q01974|Q3SYF9|1|train
P62993|Q3LI72|1|test
Q3SYF9|Q92876|1|train
Q3SYF9|Q6PEX3|1|train
Q3SYF9|Q9BYR6|1|train
Q3SYF9|Q96M29|1|train
Q3SYF9|Q8N4L8|1|train
Q3SYF9|Q96HR8|1|train
Q3SYF9|Q9Y223|1|train
Q3SYF9|Q5T749|1|train
Q16633|Q3SYF9|1|train
Q3SYF9|Q7Z6R9|1|test
Q3SYF9|Q8N7U7|1|test
Q3SYF9|Q7L0R7|1|train
Q3SYF9|Q9H4S2|1|train
P50570|Q3LI72|1|train
Q16637|Q3LI72|1|test
Q3SYF9|Q9HBE1|1|train
Q14203|Q96FW1|1|train
P50570|Q5W5X9|1|train
Q5W5X9|Q8IZP0|1|test
Q5W5X9|Q9NRD5|1|train
Q5W5X9|Q8ND90|1|train
P08779|Q5W5X9|1|test
O14656|Q96FZ7|1|test
Q16637|Q8TDB4|1|train
Q8TDB4|Q92870|1|train
P01023|Q8TDB4|1|train
P51608|Q8TDB4|1|train
P50570|Q96FZ7|1|test
Q16637|Q96FZ7|1|test
O14656|Q8TDB4|1|train
Q5W5X9|Q9H0D6|1|train
Q5W5X9|Q86VK4|1|train
O76024|Q5W5X9|1|train
Q5W5X9|Q99750|1|train
Q5W5X9|Q96ED9|1|train
Q5W5X9|Q8TAU3|1|test
O75865|Q5W5X9|1|train
Q5W5X9|Q8NEH6|1|train
Q8TDB4|Q96CV9|1|train
Q15654|Q5W5X9|1|train
P07196|Q5W5X9|1|train
Q5W5X9|Q96D09|1|train
Q5W5X9|Q96RU7|1|train
Q5W5X9|Q8N6Y0|1|test
Q5W5X9|Q96MY7|1|test
Q5W5X9|Q9NS37|1|train
Q5W5X9|Q9NRI5|1|train
Q5W5X9|Q8N9N5|1|test
P50570|Q9UII2|1|train
P01112|Q9UII2|1|train
P28799|Q9UII2|1|test
P22607|Q9UII2|1|test
P06576|Q9UII2|1|train
O14656|Q9UII2|1|train
P01023|Q9UII2|1|train
P06396|Q9UII2|1|train
O14656|Q9NQ40|1|test
P50570|Q9H147|1|train
Q9H147|Q9UMX0|1|train
Q9H147|Q9NRD5|1|train
P22607|Q9H147|1|test
P01023|Q9H147|1|train
P43360|Q9H147|1|train
Q7Z699|Q9H147|1|train
P50570|Q9NQ40|1|test
O14656|Q9H147|1|train
Q53GS7|Q9UII2|1|test
O75553|Q8WVV9|1|train
P50570|Q5TEC3|1|train
Q8WVV9|Q9NVV9|1|test
P28799|Q5TEC3|1|test
Q5TEC3|Q8TB36|1|test
P50570|Q53EQ6|1|train
P50570|Q8TDB4|1|train
O76024|Q5TEC3|1|train
P49768|Q8TDB4|1|train
P51608|Q9UII2|1|train
Q9BVL2|Q9UII2|1|train
Q7Z699|Q9UII2|1|test
Q9HAQ2|Q9UII2|1|train
P09936|Q8WVV9|1|test
P50570|Q8WVV9|1|train
P49810|Q8WVV9|1|train
Q16637|Q8WVV9|1|train
Q8WVV9|Q9BQY4|1|train
P28329|Q9UII2|1|train
O96006|Q5W5X9|1|test
Q5W5X9|Q9P2K6|1|train
P01023|Q6PCB6|1|train
O14832|Q6PCB6|1|train
P51608|Q6PCB6|1|train
P50570|Q9GZR2|1|train
P29474|Q9GZR2|1|train
O75031|Q9GZR2|1|train
P50570|Q9NR90|1|train
P02649|Q9H816|1|train
Q7Z699|Q9H816|1|train
Q9H816|Q9NUW8|1|test
Q16637|Q9NR90|1|train
Q6PCB6|Q96CV9|1|train
Q16637|Q6PCB6|1|train
Q6PCB6|Q92870|1|train
O14656|Q6PCB6|1|train
